1, 16.55
2, 16.64
3, 19.27
4, 17.65
5, 17.34
6, 17.41
7, 17.44
8, 17.8
9, 18.04
10, 18.27
11, 17.87
12, 17.9
13, 18.02
14, 18.36
15, 18.33
16, 18.98
17, 18.42
18, 18.6
19, 18.58
20, 18.71
21, 18.83
22, 18.61
23, 18.97
24, 18.85
25, 18.74
26, 18.86
27, 19.03
28, 18.97
29, 19.29
30, 19.34
31, 19.35
32, 19.2
33, 19.67
34, 19.43
35, 19.42
36, 19.3
37, 19.55
38, 19.53
39, 19.66
40, 19.88
41, 19.62
42, 19.92
43, 19.71
44, 19.65
45, 19.52
46, 20.04
47, 19.58
48, 19.48
49, 19.84
50, 19.84
51, 19.72
52, 19.61
53, 19.6
54, 19.67
55, 19.78
56, 20.03
57, 19.65
58, 19.62
59, 19.77
60, 19.66
61, 19.6
62, 19.99
63, 19.6
64, 19.73
65, 19.73
66, 20.31
67, 19.93
68, 19.62
69, 19.92
70, 19.71
71, 19.72
72, 19.6
73, 19.86
74, 19.65
75, 19.52
76, 19.58
77, 19.62
78, 19.89
79, 19.56
80, 19.49
81, 19.67
82, 19.73
83, 19.74
84, 20.06
85, 19.73
86, 19.66
87, 19.85
88, 19.99
89, 19.99
90, 19.79
91, 19.88
92, 19.91
93, 20.09
94, 19.86
95, 20.01
96, 19.92
97, 19.91
98, 20.31
99, 19.99
100, 20.44
101, 20.05
102, 20.23
103, 20.26
104, 20.04
105, 20.07
106, 20.13
107, 19.86
108, 19.93
109, 19.93
110, 20.2
111, 19.83
112, 20.15
113, 20.29
114, 19.69
115, 19.84
116, 19.78
117, 19.74
118, 20.08
119, 19.97
120, 19.85
121, 19.86
122, 19.94
123, 19.75
124, 20.08
125, 19.81
