1, 45.12
2, 55.39
3, 64.35
4, 66.72
5, 68.67
6, 68.82
7, 70.02
8, 71.37
9, 71.35
10, 70.65
11, 71.82
12, 71.55
13, 73.12
14, 71.43
15, 73.2
16, 73.08
17, 72.71
18, 73.18
19, 74.26
20, 73.23
21, 74.03
22, 74.79
23, 74.5
24, 74.12
25, 75.07
26, 75.54
27, 74.8
28, 76.81
29, 75.77
30, 76.18
31, 76.25
32, 77.7
33, 77.14
34, 76.28
35, 75.84
36, 76.88
37, 76.08
38, 77.02
39, 77.88
40, 77.1
41, 77.16
42, 77.56
43, 77.59
44, 76.66
45, 76.72
46, 77.73
47, 76.9
48, 77.29
49, 77.83
50, 78.74
51, 78.54
52, 79.1
53, 78.27
54, 78.97
55, 78.49
56, 77.7
57, 78.33
58, 77.07
59, 78.7
60, 78.05
61, 77.7
62, 79.05
63, 79.29
64, 78.07
65, 78.6
66, 78.75
67, 78.69
68, 78.27
69, 79.63
70, 79.49
71, 79.83
72, 79.21
73, 78.95
74, 80.01
75, 79.69
76, 78.84
77, 79.8
78, 79.33
79, 77.89
80, 78.94
81, 79.33
82, 78.87
83, 79.05
84, 78.93
85, 79.48
86, 79.28
87, 80.3
88, 79.52
89, 79.41
90, 80.6
91, 79.17
92, 79.74
93, 78.27
94, 79.48
95, 79.21
96, 79.79
97, 78.69
98, 80.32
99, 80.43
100, 78.18
101, 78.71
102, 79.45
103, 79.93
104, 80.17
105, 80.66
106, 79.64
107, 79.56
108, 77.99
109, 79.93
110, 79.34
111, 80.41
112, 78.5
113, 78.92
114, 80.18
115, 79.07
116, 79.46
117, 79.93
118, 80.28
119, 80.95
120, 80.38
121, 78.69
122, 80.1
123, 80.08
124, 81.19
125, 79.99
