1, 54.85
2, 65.17
3, 67.71
4, 69.24
5, 70.22
6, 71.94
7, 73.01
8, 74.01
9, 74.95
10, 74.35
11, 75.9
12, 76.69
13, 77.18
14, 75.71
15, 76.08
16, 76.39
17, 75.59
18, 76.34
19, 77.83
20, 76.39
21, 76.87
22, 77.32
23, 76.29
24, 77.13
25, 78.01
26, 78.08
27, 78.73
28, 79.51
29, 78.37
30, 78.81
31, 78.96
32, 79.85
33, 79.49
34, 79.83
35, 80.5
36, 79.23
37, 78.97
38, 79.9
39, 80.42
40, 81.29
41, 80.01
42, 81.5
43, 80.67
44, 79.84
45, 80.99
46, 81.75
47, 80
48, 81.61
49, 81.15
50, 81.58
51, 81.41
52, 82.51
53, 81.34
54, 81.76
55, 81.86
56, 81.6
57, 81.5
58, 82.79
59, 82.39
60, 81.67
61, 82.68
62, 83.24
63, 82.89
64, 82.55
65, 82.52
66, 82.38
67, 82.97
68, 82.8
69, 83.15
70, 83.26
71, 82.71
72, 83.54
73, 82.89
74, 83.19
75, 83.7
76, 83.43
77, 84.23
78, 84.12
79, 83.75
80, 82.94
81, 83.96
82, 83.33
83, 84.49
84, 83.71
85, 83.79
86, 84.28
87, 83.92
88, 83.98
89, 84.26
90, 84.38
91, 84.12
92, 83.25
93, 83.88
94, 84.44
95, 83.72
96, 85.31
97, 84.17
98, 84.47
99, 84.56
100, 83.82
101, 84.4
102, 83.98
103, 84.56
104, 83.41
105, 84.96
106, 84.57
107, 84.94
108, 83.94
109, 83.98
110, 84.09
111, 84.91
112, 84.19
113, 84.25
114, 85.26
115, 84.04
116, 83.45
117, 84.03
118, 84.48
119, 84.59
120, 84.46
121, 84.56
122, 84.64
123, 84.96
124, 84.74
125, 84.77
